,name,city,country,region,iso,iata,icao,lat,lon
5554,Bordj Badji Mokhtar Airport,Bordj Badji Mokhtar,Algeria,Middle East & North Africa,DZA,BMW,DATM,21.375,0.923888981342
5555,Guemar Airport,Guemar,Algeria,Middle East & North Africa,DZA,ELU,DAUO,33.5113983154,6.77679014206
5556,Kumasi Airport,Kumasi,Ghana,Sub-Saharan Africa,GHA,KMS,DGSI,6.714560031890869,-1.5908199548721313
5557,Heringsdorf Airport,Heringsdorf,Germany,Europe & Central Asia,DEU,HDF,EDAH,53.8787002563,14.152299881
5562,Robin Hood Doncaster Sheffield Airport,"Doncaster, Sheffield",United Kingdom,Europe & Central Asia,GBR,DSA,EGCN,53.4805378105,-1.01065635681
5563,Campbeltown Airport,Campbeltown,United Kingdom,Europe & Central Asia,GBR,CAL,EGEC,55.437198638916016,-5.686389923095703
5564,Eday Airport,Eday,United Kingdom,Europe & Central Asia,GBR,EOI,EGED,59.19060134887695,-2.7722198963165283
5566,North Ronaldsay Airport,North Ronaldsay,United Kingdom,Europe & Central Asia,GBR,NRL,EGEN,59.3675003052,-2.43443989754
5567,Papa Westray Airport,Papa Westray,United Kingdom,Europe & Central Asia,GBR,PPW,EGEP,59.351699829100006,-2.9002799987800003
5568,Stronsay Airport,Stronsay,United Kingdom,Europe & Central Asia,GBR,SOY,EGER,59.1553001404,-2.64139008522
5569,Sanday Airport,Sanday,United Kingdom,Europe & Central Asia,GBR,NDY,EGES,59.250301361083984,-2.576669931411743
5571,Westray Airport,Westray,United Kingdom,Europe & Central Asia,GBR,WRY,EGEW,59.3502998352,-2.95000004768
5572,Land's End Airport,Land's End,United Kingdom,Europe & Central Asia,GBR,LEQ,EGHC,50.102798,-5.67056
5574,Anglesey Airport,Angelsey,United Kingdom,Europe & Central Asia,GBR,VLY,EGOV,53.2481002808,-4.53533983231
5575,Barra Airport,Barra,United Kingdom,Europe & Central Asia,GBR,BRR,EGPR,57.0228,-7.44306
5577,Donegal Airport,Dongloe,Ireland,Europe & Central Asia,IRL,CFN,EIDL,55.0442008972168,-8.340999603271484
5580,Leknes Airport,Leknes,Norway,Europe & Central Asia,NOR,LKN,ENLK,68.152496337891,13.609399795532
5581,Namsos Høknesøra Airport,Namsos,Norway,Europe & Central Asia,NOR,OSY,ENNM,64.472198486328,11.57859992981
5582,"Mo i Rana Airport, Røssvoll",Mo i Rana,Norway,Europe & Central Asia,NOR,MQN,ENRA,66.363899230957,14.301400184631
5583,"Rørvik Airport, Ryum",Rørvik,Norway,Europe & Central Asia,NOR,RVK,ENRM,64.838302612305,11.14610004425
5584,Røst Airport,Røst,Norway,Europe & Central Asia,NOR,RET,ENRS,67.527801513672,12.103300094604
5585,Sandane Airport (Anda),Sandane,Norway,Europe & Central Asia,NOR,SDN,ENSD,61.830001831055,6.1058301925659
5586,Sogndal Airport,Sogndal,Norway,Europe & Central Asia,NOR,SOG,ENSG,61.156101,7.13778
5587,Svolvær Helle Airport,Svolvær,Norway,Europe & Central Asia,NOR,SVJ,ENSH,68.243301391602,14.669199943542
5588,Sørkjosen Airport,Sorkjosen,Norway,Europe & Central Asia,NOR,SOJ,ENSR,69.786796569824,20.959400177002
5589,"Vardø Airport, Svartnes",Vardø,Norway,Europe & Central Asia,NOR,VAW,ENSS,70.355400085449,31.044900894165
5591,Bydgoszcz Ignacy Jan Paderewski Airport,Bydgoszcz,Poland,Europe & Central Asia,POL,BZG,EPBY,53.096801757799994,17.9776992798
5593,Åre Östersund Airport,Östersund,Sweden,Europe & Central Asia,SWE,OSD,ESNZ,63.194400787354,14.50030040741
5594,Hagfors Airport,Hagfors,Sweden,Europe & Central Asia,SWE,HFS,ESOH,60.02009963989258,13.578900337219238
5595,Karlstad Airport,Karlstad,Sweden,Europe & Central Asia,SWE,KSD,ESOK,59.4446983337,13.337400436400001
5596,Torsby Airport,Torsby,Sweden,Europe & Central Asia,SWE,TYF,ESST,60.1576004028,12.991299629199998
5597,Ängelholm-Helsingborg Airport,Ängelholm,Sweden,Europe & Central Asia,SWE,AGH,ESTA,56.29610061645508,12.847100257873535
5599,Hemavan Airport,Hemavan,Sweden,Europe & Central Asia,SWE,HMV,ESUT,65.80609893798828,15.082799911499023
5604,Kruger Mpumalanga International Airport,Mpumalanga,South Africa,Sub-Saharan Africa,ZAF,MQP,FAKN,-25.3831996918,31.1056003571
5612,Chipata Airport,Chipata,Zambia,Sub-Saharan Africa,ZMB,CIP,FLCP,-13.558300018310549,32.58720016479492
5613,Los Alamitos Army Air Field,Solwesi,Zambia,Sub-Saharan Africa,ZMB,\N,KSLI,33.79000092,-118.052002
5630,Catumbela Airport,Catumbela,Angola,Sub-Saharan Africa,AGO,CBT,FNCT,-12.4792,13.4869
5632,Ngjiva Pereira Airport,Ondjiva,Angola,Sub-Saharan Africa,AGO,VPE,FNGI,-17.0435009003,15.683799743700002
5633,Namibe Airport,Mocamedes,Angola,Sub-Saharan Africa,AGO,MSZ,FNMO,-15.261199951171877,12.14680004119873
5637,Chimoio Airport,Chimoio,Mozambique,Sub-Saharan Africa,MOZ,VPY,FQCH,-19.15130043029785,33.42900085449219
5641,Luderitz Airport,Luderitz,Namibia,Sub-Saharan Africa,NAM,LUD,FYLZ,-26.687400817871097,15.242899894714355
5643,Oranjemund Airport,Oranjemund,Namibia,Sub-Saharan Africa,NAM,OMD,FYOG,-28.5847,16.446699
5652,Tshikapa Airport,Tshikapa,Congo (Kinshasa),Sub-Saharan Africa,COD,TSH,FZUK,-6.43833,20.794701
5659,La Gomera Airport,La Gomera,Spain,Europe & Central Asia,ESP,GMZ,GCGM,28.029600143432617,-17.214599609375
5665,Osvaldo Vieira International Airport,Bissau,Guinea-Bissau,Sub-Saharan Africa,GNB,OXB,GGOV,11.894800186157228,-15.65369987487793
5670,Dakhla Airport,Dakhla,Western Sahara,Middle East & North Africa,,VIL,GMMH,23.7183,-15.932
5671,Mogador Airport,Essadouira,Morocco,Middle East & North Africa,MAR,ESU,GMMI,31.3974990845,-9.6816701889
5672,Hassan I Airport,El Aaiún,Western Sahara,Middle East & North Africa,,EUN,GMML,27.151699,-13.2192
5673,Nador International Airport,El Aroui,Morocco,Middle East & North Africa,MAR,NDR,GMMW,34.988800048799995,-3.0282099247
5674,Praia International Airport,"Praia, Santiago Island",Cape Verde,Sub-Saharan Africa,CPV,RAI,GVNP,14.924500465393066,-23.493499755859375
5675,São Filipe Airport,"Sao Filipe, Fogo Island",Cape Verde,Sub-Saharan Africa,CPV,SFL,GVSF,14.8850002289,-24.4799995422
5680,Gode Airport,Gode,Ethiopia,Sub-Saharan Africa,ETH,GDE,HAGO,5.93513011932,43.5786018372
5686,Bosaso Airport,Bosaso,Somalia,Sub-Saharan Africa,SOM,BSA,HCMF,11.27530002593994,49.14939880371094
5687,Aden Adde International Airport,Mogadishu,Somalia,Sub-Saharan Africa,SOM,MGQ,HCMM,2.0144400596618652,45.3046989440918
5688,Galcaio Airport,Galcaio,Somalia,Sub-Saharan Africa,SOM,GLK,HCMR,6.78082990646,47.45470047
5691,Assiut International Airport,Asyut,Egypt,Middle East & North Africa,EGY,ATZ,HEAT,27.0464992523,31.0119991302
5692,Amboseli Airport,Amboseli National Park,Kenya,Sub-Saharan Africa,KEN,ASV,HKAM,-2.645050048828125,37.25310134887695
5693,Lokichoggio Airport,Lokichoggio,Kenya,Sub-Saharan Africa,KEN,LKG,HKLK,4.20412015914917,34.348201751708984
5694,Malindi Airport,Malindi,Kenya,Sub-Saharan Africa,KEN,MYD,HKML,-3.2293100357055664,40.10169982910156
5695,Nanyuki Airport,Nanyuki,Kenya,Sub-Saharan Africa,KEN,NYK,HKNY,-0.06239889934659,37.04100799560547
5696,Gardabya Airport,Sirt,Libya,Middle East & North Africa,LBY,SRX,HLGD,31.063499450699997,16.5949993134
5697,Gamal Abdel Nasser Airport,Tobruk,Libya,Middle East & North Africa,LBY,TOB,HLGN,31.861,23.907
5699,La Abraq Airport,Al Bayda',Libya,Middle East & North Africa,LBY,LAQ,HLLQ,32.788700103759766,21.96430015563965
5701,Nyala Airport,Nyala,Sudan,Sub-Saharan Africa,SDN,UYL,HSNN,12.053500175476074,24.956199645996094
5702,Port Sudan New International Airport,Port Sudan,Sudan,Sub-Saharan Africa,SDN,PZU,HSPN,19.4335994720459,37.234100341796875
5703,Bukoba Airport,Bukoba,Tanzania,Sub-Saharan Africa,TZA,BKZ,HTBU,-1.332,31.8212
5709,Arua Airport,Arua,Uganda,Sub-Saharan Africa,UGA,RUA,HUAR,3.049999952316284,30.91699981689453
5711,Diu Airport,Diu,India,South Asia,IND,DIU,VA1P,20.71310043334961,70.92109680175781
5714,Aberdeen Regional Airport,Aberdeen,United States,North America,USA,ABR,KABR,45.449100494384766,-98.42179870605469
5715,Southwest Georgia Regional Airport,Albany,United States,North America,USA,ABY,KABY,31.535499572753903,-84.19450378417969
5716,Athens Ben Epps Airport,Athens,United States,North America,USA,AHN,KAHN,33.94860076904297,-83.32630157470703
5718,Waterloo Regional Airport,Waterloo,United States,North America,USA,ALO,KALO,42.557098388671875,-92.40029907226562
5719,Walla Walla Regional Airport,Walla Walla,United States,North America,USA,ALW,KALW,46.09489822,-118.288002
5720,Alpena County Regional Airport,Alpena,United States,North America,USA,APN,KAPN,45.0780983,-83.56030273
5721,Watertown Regional Airport,Watertown,United States,North America,USA,ATY,KATY,44.91400146,-97.15470123
5722,Bradford Regional Airport,Bradford,United States,North America,USA,BFD,KBFD,41.8031005859375,-78.64009857177734
5723,Western Neb. Rgnl/William B. Heilig Airport,Scottsbluff,United States,North America,USA,BFF,KBFF,41.87400055,-103.5960007
5724,Raleigh County Memorial Airport,Beckley,United States,North America,USA,BKW,KBKW,37.787300109899995,-81.1241989136
5725,Brunswick Golden Isles Airport,Brunswick,United States,North America,USA,BQK,KBQK,31.258800506591797,-81.46649932861328
5726,Southeast Iowa Regional Airport,Burlington,United States,North America,USA,BRL,KBRL,40.783199310302734,-91.12550354003906
5727,Jack Mc Namara Field Airport,Crescent City,United States,North America,USA,CEC,KCEC,41.78020096,-124.2369995
5728,Cape Girardeau Regional Airport,Cape Girardeau,United States,North America,USA,CGI,KCGI,37.22529983520508,-89.57080078125
5729,Chippewa County International Airport,Sault Ste Marie,United States,North America,USA,CIU,KCIU,46.25080108642578,-84.47239685058594
5730,North Central West Virginia Airport,Clarksburg,United States,North America,USA,CKB,KCKB,39.2966003418,-80.2281036377
5732,Houghton County Memorial Airport,Hancock,United States,North America,USA,CMX,KCMX,47.168399810791016,-88.48909759521484
5733,Dodge City Regional Airport,Dodge City,United States,North America,USA,DDC,KDDC,37.76340103149414,-99.9655990600586
5734,DuBois Regional Airport,Du Bois,United States,North America,USA,DUJ,KDUJ,41.17829895,-78.8986969
5735,Chippewa Valley Regional Airport,Eau Claire,United States,North America,USA,EAU,KEAU,44.86579895019531,-91.48429870605469
5736,Elko Regional Airport,Elko,United States,North America,USA,EKO,KEKO,40.82490158081055,-115.79199981689453
5737,New Bedford Regional Airport,New Bedford,United States,North America,USA,EWB,KEWB,41.67610168457031,-70.95690155029297
5738,Fayetteville Regional Grannis Field,Fayetteville,United States,North America,USA,FAY,KFAY,34.9911994934082,-78.88030242919922
5739,Wokal Field Glasgow International Airport,Glasgow,United States,North America,USA,GGW,KGGW,48.212502,-106.614998
5740,Central Nebraska Regional Airport,Grand Island,United States,North America,USA,GRI,KGRI,40.967498779296875,-98.30960083007812
5741,Memorial Field,Hot Springs,United States,North America,USA,HOT,KHOT,34.47800064086914,-93.09619903564453
5742,Tri-State/Milton J. Ferguson Field,Huntington,United States,North America,USA,HTS,KHTS,38.36669922,-82.55799866
5744,Kirksville Regional Airport,Kirksville,United States,North America,USA,IRK,KIRK,40.09349822998047,-92.5448989868164
5746,Laramie Regional Airport,Laramie,United States,North America,USA,LAR,KLAR,41.31209945678711,-105.67500305175781
5747,Arnold Palmer Regional Airport,Latrobe,United States,North America,USA,LBE,KLBE,40.27590179,-79.40480042
5748,North Platte Regional Airport Lee Bird Field,North Platte,United States,North America,USA,LBF,KLBF,41.12620163,-100.6839981
5749,Lebanon Municipal Airport,Lebanon,United States,North America,USA,LEB,KLEB,43.626098632799994,-72.30419921880001
5750,Crater Lake-Klamath Regional Airport,Klamath Falls,United States,North America,USA,LMT,KLMT,42.156101,-121.733002
5751,Lancaster Airport,Lancaster,United States,North America,USA,LNS,KLNS,40.121700286865234,-76.29609680175781
5753,Lynchburg Regional Preston Glenn Field,Lynchburg,United States,North America,USA,LYH,KLYH,37.326698303222656,-79.20040130615234
5754,Muskegon County Airport,Muskegon,United States,North America,USA,MKG,KMKG,43.16949844,-86.23819733
5756,Northwest Alabama Regional Airport,Muscle Shoals,United States,North America,USA,MSL,KMSL,34.74530029,-87.61019897
5757,Southwest Oregon Regional Airport,North Bend,United States,North America,USA,OTH,KOTH,43.41709899902344,-124.24600219726562
5758,Owensboro Daviess County Airport,Owensboro,United States,North America,USA,OWB,KOWB,37.74010086,-87.16680145
5759,Hattiesburg Laurel Regional Airport,Hattiesburg/Laurel,United States,North America,USA,PIB,KPIB,31.467100143432617,-89.33709716796875
5760,Pocatello Regional Airport,Pocatello,United States,North America,USA,PIH,KPIH,42.9098014831543,-112.59600067138672
5761,Pierre Regional Airport,Pierre,United States,North America,USA,PIR,KPIR,44.38270187,-100.2860031
5762,Pellston Regional Airport of Emmet County Airport,Pellston,United States,North America,USA,PLN,KPLN,45.57089996,-84.79669952
5763,Portsmouth International at Pease Airport,Portsmouth,United States,North America,USA,PSM,KPSM,43.0778999329,-70.8233032227
5765,Rhinelander Oneida County Airport,Rhinelander,United States,North America,USA,RHI,KRHI,45.63119888305664,-89.46749877929688
5766,Southwest Wyoming Regional Airport,Rock Springs,United States,North America,USA,RKS,KRKS,41.5942,-109.065001
5767,Rutland - Southern Vermont Regional Airport,Rutland,United States,North America,USA,RUT,KRUT,43.52939987,-72.94960022
5768,San Luis County Regional Airport,San Luis Obispo,United States,North America,USA,SBP,KSBP,35.236801147499996,-120.641998291
5769,Sheridan County Airport,Sheridan,United States,North America,USA,SHR,KSHR,44.76919937133789,-106.9800033569336
5770,Adirondack Regional Airport,Saranac Lake,United States,North America,USA,SLK,KSLK,44.38529968261719,-74.2061996459961
5771,Salina Municipal Airport,Salina,United States,North America,USA,SLN,KSLN,38.79100036621094,-97.6521987915039
5772,Santa Maria Pub/Capt G Allan Hancock Field,Santa Maria,United States,North America,USA,SMX,KSMX,34.89889908,-120.4570007
5773,Tupelo Regional Airport,Tupelo,United States,North America,USA,TUP,KTUP,34.26810073852539,-88.7698974609375
5774,Quincy Regional Baldwin Field,Quincy,United States,North America,USA,UIN,KUIN,39.94269943,-91.19460297
5775,Victoria Regional Airport,Victoria,United States,North America,USA,VCT,KVCT,28.85260009765625,-96.91850280761719
5776,Valdosta Regional Airport,Valdosta,United States,North America,USA,VLD,KVLD,30.782499313354492,-83.27670288085938
5777,Worland Municipal Airport,Worland,United States,North America,USA,WRL,KWRL,43.9656982421875,-107.95099639892578
5779,Yakima Air Terminal McAllister Field,Yakima,United States,North America,USA,YKM,KYKM,46.56819916,-120.5439987
5780,Ercan International Airport,Nicosia,Cyprus,Europe & Central Asia,CYP,ECN,LCEN,35.154701232910156,33.49610137939453
5781,Logroño-Agoncillo Airport,Logroño-Agoncillo,Spain,Europe & Central Asia,ESP,RJL,LELO,42.4609534888,-2.32223510742
5787,Syros Airport,Syros Island,Greece,Europe & Central Asia,GRC,JSY,LGSO,37.4227981567,24.950899124099998
5793,Corvo Airport,Corvo,Portugal,Europe & Central Asia,PRT,CVU,LPCR,39.671501,-31.1136
5794,Banja Luka International Airport,Banja Luka,Bosnia and Herzegovina,Europe & Central Asia,BIH,BNX,LQBK,44.94139862060547,17.297500610351562
5796,Kars Airport,Kars,Turkey,Europe & Central Asia,TUR,KSY,LTCF,40.562198638916016,43.1150016784668
5798,Kahramanmaraş Airport,Kahramanmaras,Turkey,Europe & Central Asia,TUR,KCM,LTCN,37.5388259888,36.9535217285
5799,Ağrı Airport,Agri,Turkey,Europe & Central Asia,TUR,AJI,LTCO,39.654541015625,43.025978088378906
5800,Adıyaman Airport,Adiyaman,Turkey,Europe & Central Asia,TUR,ADF,LTCP,37.7313995361,38.4688987732
5801,Süleyman Demirel International Airport,Isparta,Turkey,Europe & Central Asia,TUR,ISE,LTFC,37.8554000854,30.368400573699997
5802,Balıkesir Körfez Airport,Balikesir Korfez,Turkey,Europe & Central Asia,TUR,EDO,LTFD,39.554599762,27.0137996674
5807,JAGS McCartney International Airport,Cockburn Town,Turks and Caicos Islands,Latin America & Caribbean,,GDT,MBGT,21.444499969482425,-71.14230346679688
5809,Salt Cay Airport,Salt Cay,Turks and Caicos Islands,Latin America & Caribbean,,SLX,MBSY,21.3330001831,-71.1999969482
5810,Samaná El Catey International Airport,Samana,Dominican Republic,Latin America & Caribbean,DOM,AZS,MDCY,19.2670001984,-69.7419967651
5811,La Isabela International Airport,La Isabela,Dominican Republic,Latin America & Caribbean,DOM,JBQ,MDJB,18.572500228881836,-69.98560333251953
5832,Puerto Lempira Airport,Puerto Lempira,Honduras,Latin America & Caribbean,HND,PEU,MHPL,15.2622,-83.781197
5837,El Lencero Airport,Jalapa,Mexico,Latin America & Caribbean,MEX,JAL,MMJA,19.4750995636,-96.7975006104
5842,Aerotortuguero Airport,Roxana,Costa Rica,Latin America & Caribbean,CRI,TTQ,MRAO,10.42,-83.6095
5844,Cabo Velas Airport,Nicoya,Costa Rica,Latin America & Caribbean,CRI,\N,MRCV,10.355699539185,-85.852897644043
5847,Puerto Jimenez Airport,Puerto Jimenez,Costa Rica,Latin America & Caribbean,CRI,PJM,MRPJ,8.533329963684082,-83.30000305175781
5848,Tobias Bolanos International Airport,San Jose,Costa Rica,Latin America & Caribbean,CRI,SYQ,MRPV,9.957050323486328,-84.13980102539062
5857,Arthur's Town Airport,Arthur's Town,Bahamas,Latin America & Caribbean,BHS,ATC,MYCA,24.6294,-75.673797
5859,Colonel Hill Airport,Colonel Hill,Bahamas,Latin America & Caribbean,BHS,CRI,MYCI,22.7455997467,-74.1824035645
5861,Enua Airport,Atiu Island,Cook Islands,East Asia & Pacific,,AIU,NCAT,-19.96780014038086,-158.11900329589844
5862,Mangaia Island Airport,Mangaia Island,Cook Islands,East Asia & Pacific,,MGS,NCMG,-21.895986557006836,-157.9066619873047
5864,Mauke Airport,Mauke Island,Cook Islands,East Asia & Pacific,,MUK,NCMK,-20.13610076904297,-157.34500122070312
5865,Mitiaro Island Airport,Mitiaro Island,Cook Islands,East Asia & Pacific,,MOI,NCMR,-19.842500686645508,-157.7030029296875
5867,Cicia Airport,Cicia,Fiji,East Asia & Pacific,FJI,ICI,NFCI,-17.7432994843,-179.341995239
5869,Vunisea Airport,Vunisea,Fiji,East Asia & Pacific,FJI,KDV,NFKD,-19.0580997467,178.156997681
5873,Lakeba Island Airport,Lakeba Island,Fiji,East Asia & Pacific,FJI,LKB,NFNK,-18.1991996765,-178.817001343
5874,Labasa Airport,Lambasa,Fiji,East Asia & Pacific,FJI,LBS,NFNL,-16.466699600219727,179.33999633789062
5875,Matei Airport,Matei,Fiji,East Asia & Pacific,FJI,TVU,NFNM,-16.6905994415,-179.876998901
5877,Rotuma Airport,Rotuma,Fiji,East Asia & Pacific,FJI,RTA,NFNR,-12.482500076293944,177.0709991455078
5878,Savusavu Airport,Savusavu,Fiji,East Asia & Pacific,FJI,SVU,NFNS,-16.8027992249,179.341003418
5883,Vanua Balavu Airport,Vanua Balavu,Fiji,East Asia & Pacific,FJI,VBV,NFVB,-17.268999099731445,-178.9759979248047
5885,Pointe Vele Airport,Futuna Island,Wallis and Futuna,East Asia & Pacific,,FUT,NLWF,-14.3114004135,-178.065994263
5889,Ahe Airport,Ahe,French Polynesia,East Asia & Pacific,,AHE,NTHE,-14.428099632263184,-146.2570037841797
5890,Hiva Oa-Atuona Airport,Hiva-oa,French Polynesia,East Asia & Pacific,,AUQ,NTMN,-9.76879024506,-139.011001587
5891,Ua Pou Airport,Ua Pou,French Polynesia,East Asia & Pacific,,UAP,NTMP,-9.35167,-140.078003
5892,Ua Huka Airport,Ua Huka,French Polynesia,East Asia & Pacific,,UAH,NTMU,-8.93611,-139.552002
5893,Mota Lava Airport,Ablow,Vanuatu,East Asia & Pacific,VUT,MTV,NVSA,-13.6660003662,167.712005615
5894,Sola Airport,Sola,Vanuatu,East Asia & Pacific,VUT,SLH,NVSC,-13.8516998291,167.537002563
5895,Torres Airstrip,Loh/Linua,Vanuatu,East Asia & Pacific,VUT,TOH,NVSD,-13.3280000687,166.638000488
5896,Siwo Airport,Sangafa,Vanuatu,East Asia & Pacific,VUT,EAE,NVSE,-17.0902996063,168.343002319
5897,Craig Cove Airport,Craig Cove,Vanuatu,East Asia & Pacific,VUT,CCV,NVSF,-16.264999,167.923996
5898,Longana Airport,Longana,Vanuatu,East Asia & Pacific,VUT,LOD,NVSG,-15.3066997528,167.966995239
5899,Sara Airport,Pentecost Island,Vanuatu,East Asia & Pacific,VUT,SSR,NVSH,-15.4708003998,168.151992798
5900,Tavie Airport,Paama Island,Vanuatu,East Asia & Pacific,VUT,PBJ,NVSI,-16.438999176,168.257003784
5901,Lamap Airport,Lamap,Vanuatu,East Asia & Pacific,VUT,LPM,NVSL,-16.4611228,167.829253
5902,Lamen Bay Airport,Lamen Bay,Vanuatu,East Asia & Pacific,VUT,LNB,NVSM,-16.584199905400002,168.158996582
5903,Maewo-Naone Airport,Maewo Island,Vanuatu,East Asia & Pacific,VUT,MWF,NVSN,-15.0,168.082992554
5904,Lonorore Airport,Lonorore,Vanuatu,East Asia & Pacific,VUT,LNE,NVSO,-15.8655996323,168.17199707
5905,Norsup Airport,Norsup,Vanuatu,East Asia & Pacific,VUT,NUS,NVSP,-16.0797,167.401001
5906,Gaua Island Airport,Gaua Island,Vanuatu,East Asia & Pacific,VUT,ZGU,NVSQ,-14.218099594099998,167.587005615
5908,Santo Pekoa International Airport,Santo,Vanuatu,East Asia & Pacific,VUT,SON,NVSS,-15.505000114399998,167.220001221
5909,Tongoa Airport,Tongoa Island,Vanuatu,East Asia & Pacific,VUT,TGH,NVST,-16.8910999298,168.550994873
5910,Uléi Airport,Ambryn Island,Vanuatu,East Asia & Pacific,VUT,ULB,NVSU,-16.3297,168.3011
5911,Valesdir Airport,Valesdir,Vanuatu,East Asia & Pacific,VUT,VLS,NVSV,-16.796100616500002,168.177001953
5912,Southwest Bay Airport,Malekula Island,Vanuatu,East Asia & Pacific,VUT,SWJ,NVSX,-16.4864,167.4472
5914,Aneityum Airport,Anelghowhat,Vanuatu,East Asia & Pacific,VUT,AUY,NVVA,-20.2492008209,169.770996094
5915,Aniwa Airport,Aniwa,Vanuatu,East Asia & Pacific,VUT,AWD,NVVB,-19.2346,169.6009
5916,Dillon's Bay Airport,Dillon's Bay,Vanuatu,East Asia & Pacific,VUT,DLY,NVVD,-18.7693996429,169.00100708
5917,Futuna Airport,Futuna Island,Vanuatu,East Asia & Pacific,VUT,FTA,NVVF,-19.5163993835,170.231994629
5918,Ipota Airport,Ipota,Vanuatu,East Asia & Pacific,VUT,IPA,NVVI,-18.856389,169.283333
5924,Dawadmi Domestic Airport,Dawadmi,Saudi Arabia,Middle East & North Africa,SAU,\N,OEDW,24.5,44.400001525878906
5925,Al-Jawf Domestic Airport,Al-Jawf,Saudi Arabia,Middle East & North Africa,SAU,AJF,OESK,29.78510093688965,40.099998474121094
5927,Khoram Abad Airport,Khorram Abad,Iran,Middle East & North Africa,IRN,KHD,OICK,33.43539810180664,48.282901763916016
5928,Bam Airport,Bam,Iran,Middle East & North Africa,IRN,BXR,OIKM,29.084199905395508,58.45000076293945
5930,Bojnord Airport,Bojnourd,Iran,Middle East & North Africa,IRN,BJB,OIMN,37.49300003051758,57.30820083618164
5931,Sabzevar National Airport,Sabzevar,Iran,Middle East & North Africa,IRN,AFZ,OIMS,36.16809844970703,57.59519958496094
5932,Noshahr Airport,Noshahr,Iran,Middle East & North Africa,IRN,NSH,OINN,36.663299560546875,51.464698791503906
5933,Dasht-e Naz Airport,Dasht-e-naz,Iran,Middle East & North Africa,IRN,SRY,OINZ,36.635799408,53.193599700899995
5934,Lar Airport,Lar,Iran,Middle East & North Africa,IRN,LRR,OISL,27.6746997833,54.3833007812
5935,Ardabil Airport,Ardabil,Iran,Middle East & North Africa,IRN,ADU,OITL,38.3256988525,48.4244003296
5936,Urmia Airport,Uromiyeh,Iran,Middle East & North Africa,IRN,OMH,OITR,37.6680984497,45.0686988831
5937,Al Ain International Airport,Al Ain,United Arab Emirates,Middle East & North Africa,ARE,AAN,OMAL,24.261699676513672,55.60919952392578
5939,Bahawalpur Airport,Bahawalpur,Pakistan,South Asia,PAK,BHV,OPBW,29.348100662231445,71.71800231933594
5940,Chitral Airport,Chitral,Pakistan,South Asia,PAK,CJL,OPCH,35.886600494384766,71.80059814453125
5941,Dalbandin Airport,Dalbandin,Pakistan,South Asia,PAK,DBA,OPDB,28.8782997131,64.3998031616
5942,Dera Ghazi Khan Airport,Dera Ghazi Khan,Pakistan,South Asia,PAK,DEA,OPDG,29.961000442504883,70.48590087890625
5943,Dera Ismael Khan Airport,Dera Ismael Khan,Pakistan,South Asia,PAK,DSK,OPDI,31.909400939941406,70.89659881591797
5949,Skardu Airport,Skardu,Pakistan,South Asia,PAK,KDU,OPSD,35.33549880981445,75.53600311279297
5951,Turbat International Airport,Turbat,Pakistan,South Asia,PAK,TUK,OPTU,25.986400604248047,63.03020095825195
5952,Sulaymaniyah International Airport,Sulaymaniyah,Iraq,Middle East & North Africa,IRQ,ISU,ORSU,35.5617485046,45.316738128699996
5954,Sayun International Airport,Sayun Intl,Yemen,Middle East & North Africa,YEM,GXF,OYSY,15.9660997391,48.78829956049999
5959,Adak Airport,Adak Island,United States,North America,USA,ADK,PADK,51.87799835205078,-176.64599609375
5960,Gustavus Airport,Gustavus,United States,North America,USA,GST,PAGS,58.4253006,-135.7070007
5961,Skagway Airport,Skagway,United States,North America,USA,SGY,PAGY,59.46009826660156,-135.3159942626953
5962,Holy Cross Airport,Holy Cross,United States,North America,USA,HCR,PAHC,62.18830108642578,-159.77499389648438
5963,Haines Airport,Haines,United States,North America,USA,HNS,PAHN,59.24380111694336,-135.5240020751953
5964,Kalskag Airport,Kalskag,United States,North America,USA,KLG,PALG,61.53630065917969,-160.34100341796875
5965,McGrath Airport,Mcgrath,United States,North America,USA,MCG,PAMC,62.95289993,-155.6060028
5966,Mountain Village Airport,Mountain Village,United States,North America,USA,MOU,PAMO,62.095401763916016,-163.6820068359375
5967,Aniak Airport,Aniak,United States,North America,USA,ANI,PANI,61.581600189208984,-159.54299926757812
5968,Chevak Airport,Chevak,United States,North America,USA,VAK,PAVA,61.5409,-165.6005
5969,Wrangell Airport,Wrangell,United States,North America,USA,WRG,PAWG,56.48429871,-132.3699951
5994,Kushiro Airport,Kushiro,Japan,East Asia & Pacific,JPN,KUH,RJCK,43.041000366199995,144.192993164
5996,Saga Airport,Saga,Japan,East Asia & Pacific,JPN,HSG,RJFS,33.149700164799995,130.302001953
5997,Nagoya Airport,Nagoya,Japan,East Asia & Pacific,JPN,NKM,RJNA,35.255001068115234,136.9239959716797
5998,Iwami Airport,Iwami,Japan,East Asia & Pacific,JPN,IWJ,RJOW,34.676399231,131.789993286
5999,Fukushima Airport,Fukushima,Japan,East Asia & Pacific,JPN,FKS,RJSF,37.22740173339844,140.43099975585938
6000,Odate Noshiro Airport,Odate Noshiro,Japan,East Asia & Pacific,JPN,ONJ,RJSR,40.1918983459,140.371002197
6001,Shonai Airport,Shonai,Japan,East Asia & Pacific,JPN,SYO,RJSY,38.81219863889999,139.787002563
